title;attribute;character;event;unit;rarity;availability;trained_image;untrained_image;release_date;
While Searching for an Answer;Pure;Mochizuki Honami;Stick to your faith;Leo/need;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/3/3c/Honami_30_trained_art.png/657px-Honami_30_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/d/d3/Honami_30_art.png/657px-Honami_30_art.png;2023/10/22;
Tell Me About Your Memories;Pure;Kagamine Rin;Stick to your faith;VIRTUAL SINGER;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/0/08/Rin_30_trained_art.png/657px-Rin_30_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/1/12/Rin_30_art.png/657px-Rin_30_art.png;2023/10/22;
To Deliver an Even Better Sound;Pure;Hoshino Ichika;Stick to your faith;Leo/need;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/3/38/Ichika_29_trained_art.png/657px-Ichika_29_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/5/5f/Ichika_29_art.png/657px-Ichika_29_art.png;2023/10/22;
Lots of Things to Look Forward to ?;Mysterious;Tenma Saki;Stick to your faith;Leo/need;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/8/83/Saki_30_art.png/657px-Saki_30_art.png;2023/10/22;
Happy Birthday!! 2023;Cool;Mochizuki Honami;Birthday Gacha;Leo/need;5.0;Birthday limited;;//static.wikitide.net/projectsekaiwiki/thumb/8/86/Honami_31_art.png/657px-Honami_31_art.png;2023/10/27;
Inviting Hands;Cool;Hinomori Shizuku;The Warmth That Guides Us;MORE MORE JUMP!;4.0;Limited;//static.wikitide.net/projectsekaiwiki/thumb/f/f4/Shizuku_28_trained_art.png/657px-Shizuku_28_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/f/f8/Shizuku_28_art.png/657px-Shizuku_28_art.png;2023/10/31;
Luxurious Night;Cool;Kiritani Haruka;The Warmth That Guides Us;MORE MORE JUMP!;4.0;Limited;//static.wikitide.net/projectsekaiwiki/thumb/2/29/Haruka_29_trained_art.png/657px-Haruka_29_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/b/b3/Haruka_29_art.png/657px-Haruka_29_art.png;2023/10/31;
Special Off-Shot!;Cool;Momoi Airi;The Warmth That Guides Us;MORE MORE JUMP!;4.0;Limited;//static.wikitide.net/projectsekaiwiki/thumb/b/be/Airi_29_trained_art.png/657px-Airi_29_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/c/c0/Airi_29_art.png/657px-Airi_29_art.png;2023/10/31;
Travel Anticipation;Cute;Kagamine Len;The Warmth That Guides Us;VIRTUAL SINGER;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/8/88/Len_31_trained_art.png/657px-Len_31_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/7/7c/Len_31_art.png/657px-Len_31_art.png;2023/10/31;
The Backs of My Seniors;Cute;Hanasato Minori;The Warmth That Guides Us;MORE MORE JUMP!;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/7/76/Minori_27_art.png/657px-Minori_27_art.png;2023/10/31;
Happy Anniversary!! 2023;Cool;MEIKO;Birthday Gacha;VIRTUAL SINGER;5.0;Birthday limited;;//static.wikitide.net/projectsekaiwiki/thumb/3/35/MEIKO_30_art.png/657px-MEIKO_30_art.png;2023/11/05;
Overlapping Our Feelings Together;Pure;Yoisaki Kanade;Searching for a Reflection Beneath the Waters;25-ji, Nightcord de.;4.0;Unit-Limited;//static.wikitide.net/projectsekaiwiki/thumb/5/52/Kanade_29_trained_art.png/657px-Kanade_29_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/f/f7/Kanade_29_art.png/657px-Kanade_29_art.png;2023/11/08;
"The ""Heart"" That I Picked Up";Mysterious;Asahina Mafuyu;Searching for a Reflection Beneath the Waters;25-ji, Nightcord de.;4.0;Unit-Limited;//static.wikitide.net/projectsekaiwiki/thumb/c/c9/Mafuyu_28_trained_art.png/657px-Mafuyu_28_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/6/6f/Mafuyu_28_art.png/657px-Mafuyu_28_art.png;2023/11/08;
A Pleasant Afternoon and an Unseen Future;Cute;Shinonome Ena;Searching for a Reflection Beneath the Waters;25-ji, Nightcord de.;4.0;Unit-Limited;//static.wikitide.net/projectsekaiwiki/thumb/e/e3/Ena_29_trained_art.png/657px-Ena_29_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/d/d4/Ena_29_art.png/657px-Ena_29_art.png;2023/11/08;
You Gotta Come, or Else I’ll Be Sad!;Happy;Akiyama Mizuki;Searching for a Reflection Beneath the Waters;25-ji, Nightcord de.;4.0;Unit-Limited;//static.wikitide.net/projectsekaiwiki/thumb/5/56/Mizuki_30_trained_art.png/657px-Mizuki_30_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/4/4a/Mizuki_30_art.png/657px-Mizuki_30_art.png;2023/11/08;
By the Lakeside;Cool;Hatsune Miku;Searching for a Reflection Beneath the Waters;VIRTUAL SINGER;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/a/ab/Miku_44_art.png/657px-Miku_44_art.png;2023/11/08;
Happy Birthday!! 2023;Mysterious;Shinonome Akito;Birthday Gacha;Vivid BAD SQUAD;5.0;Birthday limited;;//static.wikitide.net/projectsekaiwiki/thumb/3/3c/Akito_30_art.png/657px-Akito_30_art.png;2023/11/12;
Together With a Little Star;Mysterious;Tenma Tsukasa;A Story Where You Are The Star;Wonderlands×Showtime;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/2/2d/Tsukasa_29_trained_art.png/657px-Tsukasa_29_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/b/b1/Tsukasa_29_art.png/657px-Tsukasa_29_art.png;2023/11/22;
Tickled Curiosity;Mysterious;Kamishiro Rui;A Story Where You Are The Star;Wonderlands×Showtime;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/5/59/Rui_29_trained_art.png/657px-Rui_29_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/6/6d/Rui_29_art.png/657px-Rui_29_art.png;2023/11/22;
Let's?Three-Wheeler;Mysterious;MEIKO;A Story Where You Are The Star;VIRTUAL SINGER;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/d/d0/MEIKO_31_trained_art.png/657px-MEIKO_31_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/7/7a/MEIKO_31_art.png/657px-MEIKO_31_art.png;2023/11/22;
I'm Now a Modern Girl Too ?;Cool;Otori Emu;A Story Where You Are The Star;Wonderlands×Showtime;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/b/bc/Emu_29_trained_art.png/657px-Emu_29_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/b/bd/Emu_29_art.png/657px-Emu_29_art.png;2023/11/22;
A Nervous Start?;Happy;Kusanagi Nene;A Story Where You Are The Star;Wonderlands×Showtime;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/7/73/Nene_28_art.png/657px-Nene_28_art.png;2023/11/22;
To Create the Best Film;Pure;Kusanagi Nene;The Best Picture Wrap!;Wonderlands×Showtime;4.0;Limited;//static.wikitide.net/projectsekaiwiki/thumb/b/b5/Nene_29_trained_art.png/657px-Nene_29_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/2/20/Nene_29_art.png/657px-Nene_29_art.png;2023/11/30;
The Resolve to Act to the Fullest;Pure;Shinonome Akito;The Best Picture Wrap!;Vivid BAD SQUAD;4.0;Limited;//static.wikitide.net/projectsekaiwiki/thumb/b/b0/Akito_31_trained_art.png/657px-Akito_31_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/2/2d/Akito_31_art.png/657px-Akito_31_art.png;2023/11/30;
Admired Protagonist;Pure;Kagamine Len;The Best Picture Wrap!;VIRTUAL SINGER;4.0;Limited;//static.wikitide.net/projectsekaiwiki/thumb/2/2b/Len_32_trained_art.png/657px-Len_32_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/5/5f/Len_32_art.png/657px-Len_32_art.png;2023/11/30;
Helping Out With Scriptwriting;Mysterious;Shiraishi An;The Best Picture Wrap!;Vivid BAD SQUAD;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/b/bc/An_29_trained_art.png/657px-An_29_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/8/8a/An_29_art.png/657px-An_29_art.png;2023/11/30;
On to the Wardrobe Crew!;Cool;Aoyagi Toya;The Best Picture Wrap!;Vivid BAD SQUAD;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/8/87/Toya_28_art.png/657px-Toya_28_art.png;2023/11/30;
feat. Hello Kitty;Mysterious;Hatsune Miku;Collab Gacha;VIRTUAL SINGER;4.0;Collaboration limited;//static.wikitide.net/projectsekaiwiki/thumb/2/29/Miku_45_trained_art.png/657px-Miku_45_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/f/fe/Miku_45_art.png/657px-Miku_45_art.png;2023/12/05;
feat. Pompompurin;Cool;Tenma Saki;Collab Gacha;Leo/need;4.0;Collaboration limited;//static.wikitide.net/projectsekaiwiki/thumb/6/6e/Saki_31_trained_art.png/657px-Saki_31_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/7/74/Saki_31_art.png/657px-Saki_31_art.png;2023/12/05;
feat. My Melody;Pure;Momoi Airi;Collab Gacha;MORE MORE JUMP!;4.0;Collaboration limited;//static.wikitide.net/projectsekaiwiki/thumb/b/ba/Airi_30_trained_art.png/657px-Airi_30_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/a/ae/Airi_30_art.png/657px-Airi_30_art.png;2023/12/05;
feat. Pochacco;Happy;Aoyagi Toya;Collab Gacha;Vivid BAD SQUAD;4.0;Collaboration limited;//static.wikitide.net/projectsekaiwiki/thumb/2/21/Toya_29_trained_art.png/657px-Toya_29_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/d/d7/Toya_29_art.png/657px-Toya_29_art.png;2023/12/05;
feat. Cinnamoroll;Cute;Otori Emu;Collab Gacha;Wonderlands×Showtime;4.0;Collaboration limited;//static.wikitide.net/projectsekaiwiki/thumb/f/fa/Emu_30_trained_art.png/657px-Emu_30_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/d/d9/Emu_30_art.png/657px-Emu_30_art.png;2023/12/05;
feat. Kuromi;Cool;Shinonome Ena;Collab Gacha;25-ji, Nightcord de.;4.0;Collaboration limited;//static.wikitide.net/projectsekaiwiki/thumb/8/84/Ena_30_trained_art.png/657px-Ena_30_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/a/af/Ena_30_art.png/657px-Ena_30_art.png;2023/12/05;
feat. Dear Daniel;Pure;Hoshino Ichika;Collab Gacha;Leo/need;2.0;Collaboration limited;;//static.wikitide.net/projectsekaiwiki/thumb/f/f9/Ichika_30_art.png/657px-Ichika_30_art.png;2023/12/05;
feat. Marron Cream;Happy;Mochizuki Honami;Collab Gacha;Leo/need;2.0;Collaboration limited;;//static.wikitide.net/projectsekaiwiki/thumb/2/22/Honami_32_art.png/657px-Honami_32_art.png;2023/12/05;
feat. Sugarbunnies;Mysterious;Hinomori Shiho;Collab Gacha;Leo/need;2.0;Collaboration limited;;//static.wikitide.net/projectsekaiwiki/thumb/3/37/Shiho_30_art.png/657px-Shiho_30_art.png;2023/12/05;
feat. KIRIMI-chan.;Cute;Hanasato Minori;Collab Gacha;MORE MORE JUMP!;2.0;Collaboration limited;;//static.wikitide.net/projectsekaiwiki/thumb/1/19/Minori_28_art.png/657px-Minori_28_art.png;2023/12/05;
feat. Tuxedo Sam;Cool;Kiritani Haruka;Collab Gacha;MORE MORE JUMP!;2.0;Collaboration limited;;//static.wikitide.net/projectsekaiwiki/thumb/a/a3/Haruka_30_art.png/657px-Haruka_30_art.png;2023/12/05;
feat. Wish Me Mell;Happy;Hinomori Shizuku;Collab Gacha;MORE MORE JUMP!;2.0;Collaboration limited;;//static.wikitide.net/projectsekaiwiki/thumb/a/ae/Shizuku_30_art.png/657px-Shizuku_30_art.png;2023/12/05;
feat. Corocorokuririn;Pure;Azusawa Kohane;Collab Gacha;Vivid BAD SQUAD;2.0;Collaboration limited;;//static.wikitide.net/projectsekaiwiki/thumb/1/16/Kohane_30_art.png/657px-Kohane_30_art.png;2023/12/05;
feat. Lloromannic;Cool;Shiraishi An;Collab Gacha;Vivid BAD SQUAD;2.0;Collaboration limited;;//static.wikitide.net/projectsekaiwiki/thumb/4/47/An_30_art.png/657px-An_30_art.png;2023/12/05;
feat. Bad Badtz-Maru;Cute;Shinonome Akito;Collab Gacha;Vivid BAD SQUAD;2.0;Collaboration limited;;//static.wikitide.net/projectsekaiwiki/thumb/3/3e/Akito_32_art.png/657px-Akito_32_art.png;2023/12/05;
feat. Kerokerokeroppi;Mysterious;Tenma Tsukasa;Collab Gacha;Wonderlands×Showtime;2.0;Collaboration limited;;//static.wikitide.net/projectsekaiwiki/thumb/7/75/Tsukasa_30_art.png/657px-Tsukasa_30_art.png;2023/12/05;
feat. U*SA*HA*NA;Cool;Kusanagi Nene;Collab Gacha;Wonderlands×Showtime;2.0;Collaboration limited;;//static.wikitide.net/projectsekaiwiki/thumb/4/44/Nene_30_art.png/657px-Nene_30_art.png;2023/12/05;
feat. Hangyodon;Pure;Kamishiro Rui;Collab Gacha;Wonderlands×Showtime;2.0;Collaboration limited;;//static.wikitide.net/projectsekaiwiki/thumb/9/96/Rui_30_art.png/657px-Rui_30_art.png;2023/12/05;
feat. Marumofubiyori;Cute;Yoisaki Kanade;Collab Gacha;25-ji, Nightcord de.;2.0;Collaboration limited;;//static.wikitide.net/projectsekaiwiki/thumb/4/47/Kanade_30_art.png/657px-Kanade_30_art.png;2023/12/05;
feat. Cogimyun;Happy;Asahina Mafuyu;Collab Gacha;25-ji, Nightcord de.;2.0;Collaboration limited;;//static.wikitide.net/projectsekaiwiki/thumb/5/52/Mafuyu_29_art.png/657px-Mafuyu_29_art.png;2023/12/05;
feat. Bonbonribbon;Mysterious;Akiyama Mizuki;Collab Gacha;25-ji, Nightcord de.;2.0;Collaboration limited;;//static.wikitide.net/projectsekaiwiki/thumb/a/a7/Mizuki_31_art.png/657px-Mizuki_31_art.png;2023/12/05;
feat. Little Twin Stars;Happy;Kagamine Rin;Collab Gacha;VIRTUAL SINGER;2.0;Collaboration limited;;//static.wikitide.net/projectsekaiwiki/thumb/e/e8/Rin_31_art.png/657px-Rin_31_art.png;2023/12/05;
feat. Little Twin Stars;Cool;Kagamine Len;Collab Gacha;VIRTUAL SINGER;2.0;Collaboration limited;;//static.wikitide.net/projectsekaiwiki/thumb/8/87/Len_33_art.png/657px-Len_33_art.png;2023/12/05;
feat. My Sweet Piano;Pure;Megurine Luka;Collab Gacha;VIRTUAL SINGER;2.0;Collaboration limited;;//static.wikitide.net/projectsekaiwiki/thumb/c/cc/Luka_31_art.png/657px-Luka_31_art.png;2023/12/05;
feat. nya?ni?nyu?nye?nyon;Cute;MEIKO;Collab Gacha;VIRTUAL SINGER;2.0;Collaboration limited;;//static.wikitide.net/projectsekaiwiki/thumb/4/43/MEIKO_32_art.png/657px-MEIKO_32_art.png;2023/12/05;
feat. Ahiru no Pekkle;Mysterious;KAITO;Collab Gacha;VIRTUAL SINGER;2.0;Collaboration limited;;//static.wikitide.net/projectsekaiwiki/thumb/0/07/KAITO_31_art.png/657px-KAITO_31_art.png;2023/12/05;
Happy Birthday!! 2023;Mysterious;Hinomori Shizuku;Birthday Gacha;MORE MORE JUMP!;5.0;Birthday limited;;//static.wikitide.net/projectsekaiwiki/thumb/9/96/Shizuku_29_art.png/657px-Shizuku_29_art.png;2023/12/06;
Quick and Smooth;Cool;Hanasato Minori;Over Here! Over There! Zookeeper Experience!;MORE MORE JUMP!;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/3/31/Minori_29_trained_art.png/657px-Minori_29_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/b/ba/Minori_29_art.png/657px-Minori_29_art.png;2023/12/10;
Hiding One's Excitement;Cool;Hinomori Shiho;Over Here! Over There! Zookeeper Experience!;Leo/need;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/4/4f/Shiho_31_trained_art.png/657px-Shiho_31_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/6/69/Shiho_31_art.png/657px-Shiho_31_art.png;2023/12/10;
Greetings Are the Basics of Being an Idol;Cool;Megurine Luka;Over Here! Over There! Zookeeper Experience!;VIRTUAL SINGER;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/d/d1/Luka_32_trained_art.png/657px-Luka_32_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/a/af/Luka_32_art.png/657px-Luka_32_art.png;2023/12/10;
Beware of Snatching!;Mysterious;Hoshino Ichika;Over Here! Over There! Zookeeper Experience!;Leo/need;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/8/8a/Ichika_31_trained_art.png/657px-Ichika_31_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/b/b5/Ichika_31_art.png/657px-Ichika_31_art.png;2023/12/10;
Surprise Plan;Pure;Kiritani Haruka;Over Here! Over There! Zookeeper Experience!;MORE MORE JUMP!;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/e/e3/Haruka_31_art.png/657px-Haruka_31_art.png;2023/12/10;
Memories of a Gentle Tone;Happy;Yoisaki Kanade;The Tone Played on That Day;25-ji, Nightcord de.;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/5/53/Kanade_31_trained_art.png/657px-Kanade_31_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/0/0a/Kanade_31_art.png/657px-Kanade_31_art.png;2023/12/20;
True Feelings Spilled;Happy;Asahina Mafuyu;The Tone Played on That Day;25-ji, Nightcord de.;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/d/d7/Mafuyu_30_trained_art.png/657px-Mafuyu_30_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/b/b1/Mafuyu_30_art.png/657px-Mafuyu_30_art.png;2023/12/20;
Feelings That Can't Be Ignored;Happy;KAITO;The Tone Played on That Day;VIRTUAL SINGER;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/3/3f/KAITO_32_trained_art.png/657px-KAITO_32_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/3/31/KAITO_32_art.png/657px-KAITO_32_art.png;2023/12/20;
Gloomy Afternoon;Cute;Shinonome Ena;The Tone Played on That Day;25-ji, Nightcord de.;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/6/6a/Ena_31_trained_art.png/657px-Ena_31_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/a/ab/Ena_31_art.png/657px-Ena_31_art.png;2023/12/20;
Drawing and Coloring the SEKAI;Mysterious;Kagamine Rin;The Tone Played on That Day;VIRTUAL SINGER;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/d/d0/Rin_32_art.png/657px-Rin_32_art.png;2023/12/20;
Happy Anniversary!! 2023;Cute;Kagamine Rin;Birthday Gacha;VIRTUAL SINGER;5.0;Birthday limited;;//static.wikitide.net/projectsekaiwiki/thumb/2/2d/Rin_33_art.png/657px-Rin_33_art.png;2023/12/27;
Happy Anniversary!! 2023;Mysterious;Kagamine Len;Birthday Gacha;VIRTUAL SINGER;5.0;Birthday limited;;//static.wikitide.net/projectsekaiwiki/thumb/9/92/Len_34_art.png/657px-Len_34_art.png;2023/12/27;
A Dream That Will Weave New Dreams;Pure;Hanasato Minori;Colorful Festival Gacha;MORE MORE JUMP!;4.0;Colorful Festival limited;//static.wikitide.net/projectsekaiwiki/thumb/a/ab/Minori_30_trained_art.png/657px-Minori_30_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/3/38/Minori_30_art.png/657px-Minori_30_art.png;2023/12/31;
Butterflies From Long, Yet Never Forgotten Days;Mysterious;Hinomori Shizuku;Colorful Festival Gacha;MORE MORE JUMP!;4.0;Colorful Festival limited;//static.wikitide.net/projectsekaiwiki/thumb/d/d6/Shizuku_31_trained_art.png/657px-Shizuku_31_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/f/fd/Shizuku_31_art.png/657px-Shizuku_31_art.png;2023/12/31;
Encouraged by Kindness;Mysterious;Akiyama Mizuki;Next to the Unchanging Warmth;25-ji, Nightcord de.;4.0;Limited;//static.wikitide.net/projectsekaiwiki/thumb/f/ff/Mizuki_32_trained_art.png/657px-Mizuki_32_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/9/9e/Mizuki_32_art.png/657px-Mizuki_32_art.png;2023/12/31;
With Slight Embarrassment;Mysterious;Hinomori Shiho;Next to the Unchanging Warmth;Leo/need;4.0;Limited;//static.wikitide.net/projectsekaiwiki/thumb/8/8b/Shiho_32_trained_art.png/657px-Shiho_32_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/a/aa/Shiho_32_art.png/657px-Shiho_32_art.png;2023/12/31;
Teach Me, Shiho-Sensei!;Mysterious;MEIKO;Next to the Unchanging Warmth;VIRTUAL SINGER;4.0;Limited;//static.wikitide.net/projectsekaiwiki/thumb/2/2a/MEIKO_33_trained_art.png/657px-MEIKO_33_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/a/af/MEIKO_33_art.png/657px-MEIKO_33_art.png;2023/12/31;
A Little Time to Relax;Mysterious;Asahina Mafuyu;Next to the Unchanging Warmth;25-ji, Nightcord de.;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/7/7c/Mafuyu_31_trained_art.png/657px-Mafuyu_31_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/5/53/Mafuyu_31_art.png/657px-Mafuyu_31_art.png;2023/12/31;
One Year of Gratitude;Cool;Tenma Saki;Next to the Unchanging Warmth;Leo/need;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/b/b4/Saki_32_art.png/657px-Saki_32_art.png;2023/12/31;
Happy Birthday!! 2024;Cute;Hinomori Shiho;Birthday Gacha;Leo/need;5.0;Birthday limited;;//static.wikitide.net/projectsekaiwiki/thumb/9/9e/Shiho_33_art.png/657px-Shiho_33_art.png;2024/01/08;
Towards an Exciting Future;Happy;Azusawa Kohane;BREAK DOWN THE WALL;Vivid BAD SQUAD;4.0;Unit-Limited;//static.wikitide.net/projectsekaiwiki/thumb/4/43/Kohane_31_trained_art.png/657px-Kohane_31_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/2/27/Kohane_31_art.png/657px-Kohane_31_art.png;2024/01/09;
To the Place I Couldn't Reach;Pure;Shiraishi An;BREAK DOWN THE WALL;Vivid BAD SQUAD;4.0;Unit-Limited;//static.wikitide.net/projectsekaiwiki/thumb/4/43/An_31_trained_art.png/657px-An_31_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/2/26/An_31_art.png/657px-An_31_art.png;2024/01/09;
Unyielding Determination;Cute;Shinonome Akito;BREAK DOWN THE WALL;Vivid BAD SQUAD;4.0;Unit-Limited;//static.wikitide.net/projectsekaiwiki/thumb/1/1f/Akito_33_trained_art.png/657px-Akito_33_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/e/e7/Akito_33_art.png/657px-Akito_33_art.png;2024/01/09;
Monochromatic Colors;Cool;Aoyagi Toya;BREAK DOWN THE WALL;Vivid BAD SQUAD;4.0;Unit-Limited;//static.wikitide.net/projectsekaiwiki/thumb/f/fb/Toya_30_trained_art.png/657px-Toya_30_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/9/92/Toya_30_art.png/657px-Toya_30_art.png;2024/01/09;
To Help Everyone;Pure;Kagamine Len;BREAK DOWN THE WALL;VIRTUAL SINGER;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/a/aa/Len_35_art.png/657px-Len_35_art.png;2024/01/09;
The Same Excitement in My Heart;Mysterious;MEIKO;BREAK DOWN THE WALL;VIRTUAL SINGER;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/c/cc/MEIKO_34_art.png/657px-MEIKO_34_art.png;2024/01/09;
Overheard Words;Happy;Kamishiro Rui;Backlight Lens Flare;Wonderlands×Showtime;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/e/e2/Rui_31_trained_art.png/657px-Rui_31_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/5/54/Rui_31_art.png/657px-Rui_31_art.png;2024/01/23;
Gotten Used to Preparations;Happy;Kusanagi Nene;Backlight Lens Flare;Wonderlands×Showtime;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/f/f3/Nene_31_trained_art.png/657px-Nene_31_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/1/1a/Nene_31_art.png/657px-Nene_31_art.png;2024/01/23;
